react_id	react_flux	Complex_id	Rid	met_id	met_name	met_Scoef	met_comp	react_id	react_name	react_rev	lowbnd	uppbnd	ec
rxn36796	0	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36796	"cpd00005[c0],cpd00067[c0],cpd25804[c0],cpd00006[c0],cpd23248[c0]"	"NADPH[c0],H+[c0],DMK-6[c0],NADP[c0],DMKH2-6[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36796	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36797	0	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36797	"cpd00004[c0],cpd00067[c0],cpd25804[c0],cpd00003[c0],cpd23248[c0]"	"NADH[c0],H+[c0],DMK-6[c0],NAD[c0],DMKH2-6[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36797	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36798	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36798	"cpd00005[c0],cpd00067[c0],cpd25803[c0],cpd00006[c0],cpd23249[c0]"	"NADPH[c0],H+[c0],DMK-7[c0],NADP[c0],DMKH2-7[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36798	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36799	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36799	"cpd00004[c0],cpd00067[c0],cpd25803[c0],cpd00003[c0],cpd23249[c0]"	"NADH[c0],H+[c0],DMK-7[c0],NAD[c0],DMKH2-7[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36799	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36800	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36800	"cpd00005[c0],cpd00067[c0],cpd25805[c0],cpd00006[c0],cpd23250[c0]"	"NADPH[c0],H+[c0],DMK-9[c0],NADP[c0],DMKH2-9[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36800	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36801	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36801	"cpd00004[c0],cpd00067[c0],cpd25805[c0],cpd00003[c0],cpd23250[c0]"	"NADH[c0],H+[c0],DMK-9[c0],NAD[c0],DMKH2-9[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36801	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36802	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36802	"cpd00005[c0],cpd00067[c0],cpd25917[c0],cpd00006[c0],cpd23251[c0]"	"NADPH[c0],H+[c0],DMK-10[c0],NADP[c0],DMKH2-10[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36802	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36803	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36803	"cpd00004[c0],cpd00067[c0],cpd25917[c0],cpd00003[c0],cpd23251[c0]"	"NADH[c0],H+[c0],DMK-10[c0],NAD[c0],DMKH2-10[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36803	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36804	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36804	"cpd00005[c0],cpd00067[c0],cpd25918[c0],cpd00006[c0],cpd23252[c0]"	"NADPH[c0],H+[c0],DMK-11[c0],NADP[c0],DMKH2-11[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36804	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36805	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36805	"cpd00004[c0],cpd00067[c0],cpd25918[c0],cpd00003[c0],cpd23252[c0]"	"NADH[c0],H+[c0],DMK-11[c0],NAD[c0],DMKH2-11[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36805	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36806	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36806	"cpd00005[c0],cpd00067[c0],cpd25919[c0],cpd00006[c0],cpd23253[c0]"	"NADPH[c0],H+[c0],DMK-12[c0],NADP[c0],demethylmenaquinol-12[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36806	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36807	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36807	"cpd00004[c0],cpd00067[c0],cpd25919[c0],cpd00003[c0],cpd23253[c0]"	"NADH[c0],H+[c0],DMK-12[c0],NAD[c0],demethylmenaquinol-12[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36807	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36808	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36808	"cpd00005[c0],cpd00067[c0],cpd25920[c0],cpd00006[c0],cpd23254[c0]"	"NADPH[c0],H+[c0],DMK-13[c0],NADP[c0],DMKH2-13[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36808	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36809	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36809	"cpd00004[c0],cpd00067[c0],cpd25920[c0],cpd00003[c0],cpd23254[c0]"	"NADH[c0],H+[c0],DMK-13[c0],NAD[c0],DMKH2-13[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36809	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36810	0	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36810	"cpd00004[c0],cpd00067[c0],cpd15995[c0],cpd00003[c0],cpd15994[c0]"	"NADH[c0],H+[c0],Menaquinone6[c0],NAD[c0],Menaquinol6[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36810	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36811	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36811	"cpd00005[c0],cpd00067[c0],cpd11606[c0],cpd00006[c0],cpd23255[c0]"	"NADPH[c0],H+[c0],Menaquinone 7[c0],NADP[c0],MKH2-7[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36811	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36812	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36812	"cpd00005[c0],cpd00067[c0],cpd25794[c0],cpd00006[c0],cpd23256[c0]"	"NADPH[c0],H+[c0],MK-9[c0],NADP[c0],MKH2-9[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36812	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36813	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36813	"cpd00004[c0],cpd00067[c0],cpd25794[c0],cpd00003[c0],cpd23256[c0]"	"NADH[c0],H+[c0],MK-9[c0],NAD[c0],MKH2-9[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36813	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36814	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36814	"cpd00005[c0],cpd25870[c0],cpd00006[c0],cpd00067[c0],cpd23256[c0]"	"NADPH[c0],MK-9(H2[c0],NADP[c0],H+[c0],MKH2-9[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn36814	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36815	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36815	"cpd00004[c0],cpd25870[c0],cpd00003[c0],cpd00067[c0],cpd23256[c0]"	"NADH[c0],MK-9(H2[c0],NAD[c0],H+[c0],MKH2-9[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn36815	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36816	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36816	"cpd00005[c0],cpd00067[c0],cpd25793[c0],cpd00006[c0],cpd23257[c0]"	"NADPH[c0],H+[c0],MK-10[c0],NADP[c0],MKH2-10[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36816	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36817	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36817	"cpd00004[c0],cpd00067[c0],cpd25793[c0],cpd00003[c0],cpd23257[c0]"	"NADH[c0],H+[c0],MK-10[c0],NAD[c0],MKH2-10[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36817	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36818	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36818	"cpd00005[c0],cpd00067[c0],cpd25797[c0],cpd00006[c0],cpd23258[c0]"	"NADPH[c0],H+[c0],MK-11[c0],NADP[c0],MKH2-11[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36818	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36819	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36819	"cpd00004[c0],cpd00067[c0],cpd25797[c0],cpd00003[c0],cpd23258[c0]"	"NADH[c0],H+[c0],MK-11[c0],NAD[c0],MKH2-11[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36819	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36820	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36820	"cpd00005[c0],cpd00067[c0],cpd25796[c0],cpd00006[c0],cpd23259[c0]"	"NADPH[c0],H+[c0],MK-12[c0],NADP[c0],MKH2-12[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36820	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36821	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36821	"cpd00004[c0],cpd00067[c0],cpd25796[c0],cpd00003[c0],cpd23259[c0]"	"NADH[c0],H+[c0],MK-12[c0],NAD[c0],MKH2-12[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36821	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36822	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36822	"cpd00005[c0],cpd00067[c0],cpd25795[c0],cpd00006[c0],cpd23260[c0]"	"NADPH[c0],H+[c0],MK-13[c0],NADP[c0],MKH2-13[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36822	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36823	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36823	"cpd00004[c0],cpd00067[c0],cpd25795[c0],cpd00003[c0],cpd23260[c0]"	"NADH[c0],H+[c0],MK-13[c0],NAD[c0],MKH2-13[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36823	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36824	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36824	"cpd00005[c0],cpd00067[c0],cpd07274[c0],cpd00006[c0],cpd16503[c0]"	"NADPH[c0],H+[c0],Plastoquinone A[c0],NADP[c0],Plastoquinol-9[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36824	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36825	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36825	"cpd00004[c0],cpd00067[c0],cpd07274[c0],cpd00003[c0],cpd16503[c0]"	"NADH[c0],H+[c0],Plastoquinone A[c0],NAD[c0],Plastoquinol-9[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36825	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36826	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36826	"cpd00005[c0],cpd00067[c0],cpd09410[c0],cpd00006[c0],cpd23602[c0]"	"NADPH[c0],H+[c0],Demethylphylloquinone[c0],NADP[c0],3-phytyl-1,4-naphtoquinol[c0]"	"-1,-3,-1,1,1"	"1,1,1,1,1"	rxn36826	quinone reductase	TRUE	-1000	0	1.6.5.2
rxn36827	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36827	"cpd00004[c0],cpd00067[c0],cpd09410[c0],cpd00003[c0],cpd23602[c0]"	"NADH[c0],H+[c0],Demethylphylloquinone[c0],NAD[c0],3-phytyl-1,4-naphtoquinol[c0]"	"-1,-3,-1,1,1"	"1,1,1,1,1"	rxn36827	quinone reductase	TRUE	-1000	0	1.6.5.2
rxn36828	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36828	"cpd00005[c0],cpd00067[c0],cpd11178[c0],cpd00006[c0],cpd11179[c0]"	"NADPH[c0],H+[c0],Decylubiquinone[c0],NADP[c0],Decylubiquinol[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36828	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36829	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36829	"cpd00004[c0],cpd00067[c0],cpd11178[c0],cpd00003[c0],cpd11179[c0]"	"NADH[c0],H+[c0],Decylubiquinone[c0],NAD[c0],Decylubiquinol[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36829	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36830	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36830	"cpd00005[c0],cpd11178[c0],cpd00006[c0],cpd00067[c0],cpd28015[c0]"	"NADPH[c0],Decylubiquinone[c0],NADP[c0],H+[c0],ubiquinol-2[c0]"	"-1,-1,1,3,1"	"1,1,1,1,1"	rxn36830	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36831	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36831	"cpd00004[c0],cpd11178[c0],cpd00003[c0],cpd00067[c0],cpd28015[c0]"	"NADH[c0],Decylubiquinone[c0],NAD[c0],H+[c0],ubiquinol-2[c0]"	"-1,-1,1,3,1"	"1,1,1,1,1"	rxn36831	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36832	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36832	"cpd00005[c0],cpd00067[c0],cpd28290[c0],cpd00006[c0],cpd11179[c0]"	"NADPH[c0],H+[c0],ubiquinone-2[c0],NADP[c0],Decylubiquinol[c0]"	"-1,-5,-1,1,1"	"1,1,1,1,1"	rxn36832	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36833	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36833	"cpd00004[c0],cpd00067[c0],cpd28290[c0],cpd00003[c0],cpd11179[c0]"	"NADH[c0],H+[c0],ubiquinone-2[c0],NAD[c0],Decylubiquinol[c0]"	"-1,-5,-1,1,1"	"1,1,1,1,1"	rxn36833	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36834	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36834	"cpd00005[c0],cpd00067[c0],cpd26114[c0],cpd00006[c0],cpd07679[c0]"	"NADPH[c0],H+[c0],2-methyl-3-(3-methyl-2-butenyl)naphthoquinone[c0],NADP[c0],Geranylhy droquinone[c0]"	"-1,-5,-1,1,1"	"1,1,1,1,1"	rxn36834	quinone reductase	TRUE	-1000	0	1.6.5.2
rxn36835	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36835	"cpd00004[c0],cpd00067[c0],cpd26114[c0],cpd00003[c0],cpd07679[c0]"	"NADH[c0],H+[c0],2-methyl-3-(3-methyl-2-butenyl)naphthoquinone[c0],NAD[c0],Geranylhy droquinone[c0]"	"-1,-5,-1,1,1"	"1,1,1,1,1"	rxn36835	quinone reductase	TRUE	-1000	0	1.6.5.2
rxn36836	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36836	"cpd00005[c0],cpd00067[c0],cpd25749[c0],cpd00006[c0],cpd15359[c0]"	"NADPH[c0],H+[c0],chlorobiumquinone[c0],NADP[c0],2-Octaprenyl-6-methoxy-1,4-benzoquinol[c0]"	"-1,-7,-1,1,1"	"1,1,1,1,1"	rxn36836	quinone reductase	TRUE	-1000	0	1.6.5.2
rxn36837	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36837	"cpd00004[c0],cpd00067[c0],cpd25749[c0],cpd00003[c0],cpd15359[c0]"	"NADH[c0],H+[c0],chlorobiumquinone[c0],NAD[c0],2-Octaprenyl-6-methoxy-1,4-benzoquinol[c0]"	"-1,-7,-1,1,1"	"1,1,1,1,1"	rxn36837	quinone reductase	TRUE	-1000	0	1.6.5.2
rxn36838	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36838	"cpd00005[c0],cpd00067[c0],cpd25792[c0],cpd00006[c0],cpd25913[c0]"	"NADPH[c0],H+[c0],coenzyme-Q7[c0],NADP[c0],ubiquinol(7)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36838	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36839	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36839	"cpd00004[c0],cpd00067[c0],cpd25792[c0],cpd00003[c0],cpd25913[c0]"	"NADH[c0],H+[c0],coenzyme-Q7[c0],NAD[c0],ubiquinol(7)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36839	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36840	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36840	"cpd00005[c0],cpd00067[c0],cpd01351[c0],cpd00006[c0],cpd25914[c0]"	"NADPH[c0],H+[c0],Ubiquinone-9[c0],NADP[c0],ubiquinol(9)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36840	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36841	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36841	"cpd00005[c0],cpd00067[c0],cpd08232[c0],cpd00006[c0],cpd25915[c0]"	"NADPH[c0],H+[c0],Ubidecarenone[c0],NADP[c0],ubiquinol(10)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36841	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36842	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36842	"cpd00005[c0],cpd00067[c0],cpd25985[c0],cpd00006[c0],cpd26399[c0]"	"NADPH[c0],H+[c0],ubiquinone-1[c0],NADP[c0],ubiquinol(1)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36842	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36843	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36843	"cpd00004[c0],cpd00067[c0],cpd25985[c0],cpd00003[c0],cpd26399[c0]"	"NADH[c0],H+[c0],ubiquinone-1[c0],NAD[c0],ubiquinol(1)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36843	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36844	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36844	"cpd00005[c0],cpd09850[c0],cpd00006[c0],cpd00067[c0],cpd14613[c0]"	"NADPH[c0],delta-Tocopherol[c0],NADP[c0],H+[c0],2-Methyl-6-phytylquinol[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn36844	quinone reductase	TRUE	-1000	1000	1.6.5.2
rxn36845	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36845	"cpd00004[c0],cpd09850[c0],cpd00003[c0],cpd00067[c0],cpd14613[c0]"	"NADH[c0],delta-Tocopherol[c0],NAD[c0],H+[c0],2-Methyl-6-phytylquinol[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn36845	quinone reductase	TRUE	-1000	1000	1.6.5.2
rxn36846	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36846	"cpd00005[c0],cpd01631[c0],cpd00006[c0],cpd00067[c0],cpd14614[c0]"	"NADPH[c0],gamma-Tocopherol[c0],NADP[c0],H+[c0],2,3-Dimethyl-5-phytylquinol[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn36846	quinone reductase	TRUE	-1000	1000	1.6.5.2
rxn36847	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36847	"cpd00004[c0],cpd01631[c0],cpd00003[c0],cpd00067[c0],cpd14614[c0]"	"NADH[c0],gamma-Tocopherol[c0],NAD[c0],H+[c0],2,3-Dimethyl-5-phytylquinol[c0]"	"-1,-1,1,1,1"	"1,1,1,1,1"	rxn36847	quinone reductase	TRUE	-1000	1000	1.6.5.2
rxn36848	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36848	"cpd00005[c0],cpd00067[c0],cpd28290[c0],cpd00006[c0],cpd28015[c0]"	"NADPH[c0],H+[c0],ubiquinone-2[c0],NADP[c0],ubiquinol-2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36848	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36849	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36849	"cpd00005[c0],cpd00067[c0],cpd15290[c0],cpd00006[c0],cpd11665[c0]"	"NADPH[c0],H+[c0],Ubiquinone-6[c0],NADP[c0],QH2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36849	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36850	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36850	"cpd00004[c0],cpd00067[c0],cpd28290[c0],cpd00003[c0],cpd28015[c0]"	"NADH[c0],H+[c0],ubiquinone-2[c0],NAD[c0],ubiquinol-2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36850	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36851	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36851	"cpd00004[c0],cpd00067[c0],cpd15290[c0],cpd00003[c0],cpd11665[c0]"	"NADH[c0],H+[c0],Ubiquinone-6[c0],NAD[c0],QH2[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36851	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36857	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36857	"cpd00004[c0],cpd00067[c0],cpd01401[c0],cpd00003[c0],cpd12844[c0]"	"NADH[c0],H+[c0],Vitamin K1[c0],NAD[c0],Phytonadiol[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36857	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36889	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36889	"cpd00004[c0],cpd00067[c0],cpd11606[c0],cpd00003[c0],cpd23255[c0]"	"NADH[c0],H+[c0],Menaquinone 7[c0],NAD[c0],MKH2-7[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36889	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36919	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36919	"cpd00004[c0],cpd00067[c0],cpd15560[c0],cpd00003[c0],cpd15561[c0]"	"NADH[c0],H+[c0],Ubiquinone-8[c0],NAD[c0],Ubiquinol-8[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36919	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36921	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36921	"cpd00004[c0],cpd00067[c0],cpd01351[c0],cpd00003[c0],cpd25914[c0]"	"NADH[c0],H+[c0],Ubiquinone-9[c0],NAD[c0],ubiquinol(9)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36921	quinone reductase	FALSE	0	1000	1.6.5.2
rxn36923	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn36923	"cpd00004[c0],cpd00067[c0],cpd08232[c0],cpd00003[c0],cpd25915[c0]"	"NADH[c0],H+[c0],Ubidecarenone[c0],NAD[c0],ubiquinol(10)[c0]"	"-1,-1,-1,1,1"	"1,1,1,1,1"	rxn36923	quinone reductase	FALSE	0	1000	1.6.5.2
rxn37623	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn37623	"cpd00005[c0],cpd00067[c0],cpd07274[c0],cpd00006[c0],cpd29046[c0]"	"NADPH[c0],H+[c0],Plastoquinone A[c0],NADP[c0],plastoquinol A[c0]"	"-1,-3,-1,1,1"	"1,1,1,1,1"	rxn37623	NAD(P)H dehydrogenase (plastoquinone)	FALSE	0	1000	1.6.5.2
rxn37624	NA	complex_I (NADH:quinone oxidoreductase/NADH:menaquinone oxidoreductase/phylloquinone reductase)	rxn37624	"cpd00004[c0],cpd00067[c0],cpd07274[c0],cpd00003[c0],cpd29046[c0]"	"NADH[c0],H+[c0],Plastoquinone A[c0],NAD[c0],plastoquinol A[c0]"	"-1,-3,-1,1,1"	"1,1,1,1,1"	rxn37624	NAD(P)H dehydrogenase (plastoquinone)	FALSE	0	1000	1.6.5.2
