met_id	met_name	met_comp	met_single	met_de
cpd00918[c0]	2-Acetamido-5-oxopentanoate-c0	1	NA	NA
cpd00930[c0]	imidazole acetol-phosphate-c0	1	NA	NA
cpd00931[c0]	5-Amino-6--5-phosphoribosylaminouracil-c0	1	NA	NA
cpd00932[c0]	5-O--1-Carboxyvinyl-3-phosphoshikimate-c0	1	NA	NA
cpd00956[c0]	1-(2-carboxyphenylamino)-1-deoxyribulose 5-phosphate-c0	1	NA	NA
cpd00957[c0]	2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone-c0	1	NA	NA
cpd00971[c0]	Na+-c0	1	NA	NA
cpd00971[e0]	Na+-e0	2	NA	NA
cpd00976[c0]	dIDP-c0	1	NA	NA
cpd00977[c0]	dITP-c0	1	NA	NA
cpd00978[c0]	dUDP-c0	1	NA	NA
cpd00982[c0]	FADH2-c0	1	NA	NA
cpd01003[c0]	Alanine-c0	1	NA	NA
cpd01015[c0]	Cyanate-c0	1	NA	NA
cpd01015[e0]	Cyanate-e0	2	NA	NA
cpd01024[c0]	Methane-c0	1	NA	NA
cpd01024[e0]	Methane-e0	2	NA	NA
cpd01029[c0]	Base Q-c0	1	NA	NA
cpd01042[c0]	cpd01042[c0]	1	NA	NA
cpd01072[c0]	Morphine-c0	1	NA	NA
cpd01078[c0]	Selenide-c0	1	NA	NA
cpd01080[c0]	ocdca-c0	1	NA	NA
cpd01088[c0]	1-Octanal-c0	1	NA	NA
cpd01107[c0]	Decanoate-c0	1	NA	NA
cpd01112[c0]	Galactose-c0	1	NA	NA
cpd01122[c0]	Linoleate-c0	1	NA	NA
cpd01132[c0]	Puromycin-c0	1	NA	NA
cpd01132[e0]	Puromycin-e0	2	NA	NA
cpd01133[c0]	Stachyose-c0	1	NA	NA
cpd01171[c0]	Dulcose-c0	1	NA	NA
cpd01196[c0]	Morphinone-c0	1	NA	NA
cpd01197[c0]	Nebularine-c0	1	NA	NA
cpd01217[c0]	Xanthosine-c0	1	NA	NA
cpd01220[c0]	Carvol-c0	1	NA	NA
cpd01237[c0]	Choloyl-CoA-c0	1	NA	NA
cpd01260[c0]	Lauroyl-CoA-c0	1	NA	NA
cpd01262[c0]	Amylotriose-c0	1	NA	NA
cpd01324[c0]	L-Histidinal-c0	1	NA	NA
cpd01335[c0]	Octanoyl-CoA-c0	1	NA	NA
cpd01347[c0]	Thiocysteine-c0	1	NA	NA
cpd01355[c0]	beta-Maltose-c0	1	NA	NA
cpd01393[c0]	Icosanoyl-CoA-c0	1	NA	NA
cpd01394[c0]	Indolelactate-c0	1	NA	NA
cpd01398[c0]	Linoleoyl-CoA-c0	1	NA	NA
cpd01399[c0]	Maltotetraose-c0	1	NA	NA
cpd01399[e0]	Maltotetraose-e0	2	NA	NA
cpd01404[c0]	Pseudotropine-c0	1	NA	NA
cpd01405[c0]	Pseudouridine-c0	1	NA	NA
cpd01407[c0]	Volemulose-c0	1	NA	NA
cpd01422[c0]	beta-D-Xylose-c0	1	NA	NA
cpd01423[c0]	dTDP-galactose-c0	1	NA	NA
cpd01424[c0]	(2S)-Flavanone-c0	1	NA	NA
cpd01468[c0]	Methylmalonate-c0	1	NA	NA
cpd01469[c0]	Mononucleotide-c0	1	NA	NA
cpd01487[c0]	alpha-D-Xylose-c0	1	NA	NA
cpd01501[c0]	2-Methylcitrate-c0	1	NA	NA
cpd01504[c0]	3-Aminopropanal-c0	1	NA	NA
cpd01511[c0]	4-Sulfobenzoate-c0	1	NA	NA
cpd01519[c0]	Arachidonyl-CoA-c0	1	NA	NA
cpd01554[c0]	Sinapyl alcohol-c0	1	NA	NA
cpd01566[c0]	(2S)-Flavan-4-ol-c0	1	NA	NA
cpd01590[c0]	Mercaptopurine-c0	1	NA	NA
cpd01595[c0]	Styrylcarbinol-c0	1	NA	NA
cpd01608[c0]	L-Selenocysteine-c0	1	NA	NA
cpd01618[c0]	1,3-Propanediol-c0	1	NA	NA
cpd01618[e0]	1,3-Propanediol-e0	2	NA	NA
cpd01629[c0]	beta-L-Arabinose-c0	1	NA	NA
cpd01646[c0]	2-Isopropylmalate-c0	1	NA	NA
cpd01651[c0]	L-3-Cyanoalanine-c0	1	NA	NA
cpd01665[c0]	D-O-Phosphoserine-c0	1	NA	NA
cpd01675[c0]	Methylmalonyl-CoA-c0	1	NA	NA
cpd01686[c0]	Perillaldehyde-c0	1	NA	NA
cpd01695[c0]	Myristoyl-CoA-c0	1	NA	NA
cpd01698[c0]	alpha-L-Arabinose-c0	1	NA	NA
cpd01710[c0]	2-Isopropylmaleate-c0	1	NA	NA
cpd01711[c0]	Isobutyrate-c0	1	NA	NA
cpd01716[c0]	3-Dehydroshikimate-c0	1	NA	NA
cpd01722[c0]	p-Coumaryl alcohol-c0	1	NA	NA
cpd01723[c0]	4-Guanidinobutanal-c0	1	NA	NA
cpd01725[c0]	5-Dehydroshikimate-c0	1	NA	NA
cpd01733[c0]	Ferulaldehyde-c0	1	NA	NA
cpd01735[c0]	Glucurone-c0	1	NA	NA
cpd01741[c0]	ddca-c0	1	NA	NA
cpd01743[c0]	Cerebroside-c0	1	NA	NA
cpd01775[c0]	Phosphoribosyl-ATP-c0	1	NA	NA
cpd01793[c0]	2,5-diketo-D-gluconate-c0	1	NA	NA
cpd01795[c0]	2-Deoxy-D-gluconate-c0	1	NA	NA
cpd01800[c0]	2-trans-Hexadecenal-c0	1	NA	NA
cpd01831[c0]	4-Imidazoleacetate-c0	1	NA	NA
cpd01861[c0]	(R)-1,2-Propanediol-c0	1	NA	NA
cpd01861[e0]	(R)-1,2-Propanediol-e0	2	NA	NA
cpd01879[c0]	3-Dehydrosphinganine-c0	1	NA	NA
cpd01881[c0]	3-Indoleacetonitrile-c0	1	NA	NA
cpd01882[c0]	Isovaleryl-CoA-c0	1	NA	NA
cpd01889[c0]	4-Acetamidobutanoate-c0	1	NA	NA
cpd01890[c0]	4-Coumaroylshikimate-c0	1	NA	NA
cpd01942[c0]	gamma-Linolenoyl-CoA-c0	1	NA	NA
cpd01966[c0]	Dimethylacryloyl-CoA-c0	1	NA	NA
cpd01967[c0]	3-Oxo-5beta-cholanate-c0	1	NA	NA
cpd01974[c0]	4-Hydroxy-L-glutamate-c0	1	NA	NA
cpd01977[c0]	4-Phospho-L-aspartate-c0	1	NA	NA
cpd01981[c0]	5-Methylthio-D-ribose-c0	1	NA	NA
cpd01981[e0]	5-Methylthio-D-ribose-e0	2	NA	NA
cpd01997[c0]	Dimethylbenzimidazole	1	NA	NA
cpd02016[c0]	N-Ribosylnicotinamide-c0	1	NA	NA
cpd02018[c0]	N5-Methyl-L-glutamine-c0	1	NA	NA
cpd02025[c0]	N-D-Ribosylpyrimidine-c0	1	NA	NA
cpd02030[c0]	3-phosphoshikimate-c0	1	NA	NA
cpd02060[c0]	(2E)-Dodecenoyl-CoA-c0	1	NA	NA
cpd02068[c0]	3-Methylglutaconyl-CoA-c0	1	NA	NA
cpd02069[c0]	3-Phosphonooxypyruvate-c0	1	NA	NA
cpd02077[c0]	8,11,14-Icosatrienoate-c0	1	NA	NA
cpd02089[c0]	5-Oxopentanoate-c0	1	NA	NA
cpd02091[c0]	Imidazole pyruvate-c0	1	NA	NA
cpd02097[c0]	L-Glutamyl 5-phosphate-c0	1	NA	NA
cpd02122[c0]	2-Dehydro-D-galactonate-c0	1	NA	NA
cpd02124[c0]	2-Methylacetoacetyl-CoA-c0	1	NA	NA
cpd02132[c0]	3-Phospho-D-erythronate-c0	1	NA	NA
cpd02135[c0]	4-Nitrophenyl phosphate-c0	1	NA	NA
cpd02147[c0]	4-Phosphoerythronate-c0	1	NA	NA
cpd02152[c0]	L-Argininosuccinate-c0	1	NA	NA
cpd02160[c0]	N2-Succinyl-L-ornithine-c0	1	NA	NA
cpd02201[c0]	4-phosphopantothenate-c0	1	NA	NA
cpd02210[c0]	Indoleglycerol phosphate-c0	1	NA	NA
cpd02229[c0]	Bactoprenyl diphosphate-c0	1	NA	NA
cpd02230[c0]	Inositol 4-phosphate-c0	1	NA	NA
cpd02263[c0]	8,11,14-Icosatrienoyl-CoA-c0	1	NA	NA
cpd02289[c0]	cis-3,4-Leucopelargonidin-c0	1	NA	NA
cpd02305[c0]	HPL-c0	1	NA	NA
cpd02312[c0]	5alpha-Pregnane-3,20-dione-c0	1	NA	NA
cpd02340[c0]	alpha-D-Hexose 6-phosphate-c0	1	NA	NA
cpd02353[c0]	2-Methylpropionyl phosphate-c0	1	NA	NA
cpd02431[c0]	1-Pyrroline-5-carboxylate-c0	1	NA	NA
cpd02441[c0]	3-Dehydro-2-deoxy-D-gluconate-c0	1	NA	NA
cpd02461[c0]	(R)-3-(4-Hydroxyphenyl)lactate-c0	1	NA	NA
cpd02465[c0]	tetrahydrodipicolinate-c0	1	NA	NA
cpd02475[c0]	Lithocholate-c0	1	NA	NA
cpd02484[c0]	Inositol 3-phosphate-c0	1	NA	NA
cpd02498[c0]	2,3-Dihydroxy-isovalerate-c0	1	NA	NA
cpd02500[c0]	Protocatechuatealdehyde-c0	1	NA	NA
cpd02506[c0]	5-Amino-4-imidazolecarboxyamide-c0	1	NA	NA
cpd02524[c0]	N-Pantothenoylcysteine-c0	1	NA	NA
cpd02535[c0]	2,3-Dihydroxy-3-methylvalerate-c0	1	NA	NA
cpd02547[c0]	(R)-1-Aminopropan-2-yl phosphate-c0	1	NA	NA
cpd02555[c0]	Tetrahydropteroyltri-L-glutamate-c0	1	NA	NA
cpd02566[c0]	2,3-Dihydroxy-2,3-dihydrobenzoate-c0	1	NA	NA
cpd02572[c0]	5-Carboxymethyl-2-hydroxymuconate-c0	1	NA	NA
cpd02595[c0]	p-Coumaroyl quinic acid-c0	1	NA	NA
cpd02597[c0]	cis-2-Methylaconitate-c0	1	NA	NA
cpd02602[c0]	2'-Deoxyribonucleoside diphosphate-c0	1	NA	NA
cpd02605[c0]	2-isopropyl-3-oxosuccinate-c0	1	NA	NA
cpd02612[c0]	N-Acetylmannosamine 6-phosphate-c0	1	NA	NA
cpd02625[c0]	3-Hydroxy-L-1-pyrroline-5-carboxylate-c0	1	NA	NA
cpd02642[c0]	N-5-phosphoribosyl-anthranilate-c0	1	NA	NA
cpd02645[c0]	Phosphoenol-4-deoxy-3-tetrulosonate-c0	1	NA	NA
cpd02656[c0]	6-7-Dimethyl-8--1-D-ribityllumazine-c0	1	NA	NA
cpd02663[c0]	2,5-Diketo-3-deoxy-D-gluconate-c0	1	NA	NA
cpd02666[c0]	(R)-4'-Phosphopantothenoyl-L-cysteine-c0	1	NA	NA
cpd02679[c0]	5,10-Methylenetetrahydromethanopterin-c0	1	NA	NA
cpd02691[c0]	2-methyl-3-hydroxy-butyryl-CoA-c0	1	NA	NA
cpd02693[c0]	3-Isopropylmalate-c0	1	NA	NA
cpd02698[c0]	N-Succinyl-L-2,6-diaminopimelate-c0	1	NA	NA
cpd02720[c0]	5-Amino-6--5-phosphoribitylaminouracil-c0	1	NA	NA
cpd02724[c0]	N-Succinyl-L-2-amino-6-oxopimelate-c0	1	NA	NA
cpd02733[c0]	Deoxycholate-c0	1	NA	NA
cpd02738[c0]	5-Methyltetrahydropteroyltri-L-glutamate-c0	1	NA	NA
cpd02740[c0]	Guanosine 5'-triphosphate,3'-diphosphate-c0	1	NA	NA
cpd02745[c0]	alpha-D-Galactosyl-diphosphoundecaprenol-c0	1	NA	NA
cpd02746[c0]	all trans Decaprenyl diphosphate-c0	1	NA	NA
cpd02773[c0]	3alpha,7alpha-Dihydroxy-5beta-cholestanate-c0	1	NA	NA
cpd02799[c0]	Methylisocitrate-c0	1	NA	NA
cpd02812[c0]	D-erythro-Isocitric acid-c0	1	NA	NA
cpd02820[c0]	UDP-N-acetylglucosamine enolpyruvate-c0	1	NA	NA
cpd02821[c0]	1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate-c0	1	NA	NA
cpd02828[c0]	5-Carboxymethyl-2-hydroxymuconic semialdehyde-c0	1	NA	NA
cpd02832[c0]	6-Thioinosine 5'-monophosphate-c0	1	NA	NA
cpd02843[c0]	D-erythro-imidazol-glycerol-phosphate-c0	1	NA	NA
cpd02851[c0]	AICAR-c0	1	NA	NA
cpd02857[c0]	DAHP-c0	1	NA	NA
cpd02861[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine-c0	1	NA	NA
cpd02882[c0]	4--1-D-Ribitylamino-5-aminouracil-c0	1	NA	NA
cpd02964[c0]	UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2-6-diaminopimelate-c0	1	NA	NA
cpd02991[c0]	phosphoribulosylformimino-AICAR-phosphate-c0	1	NA	NA
cpd03049[c0]	2-Hydroxyethyl-ThPP-c0	1	NA	NA
cpd03052[c0]	Imidazole acetaldehyde-c0	1	NA	NA
cpd03061[c0]	Estriol-c0	1	NA	NA
cpd03114[c0]	3-Oxopalmitoyl-CoA-c0	1	NA	NA
cpd03117[c0]	3-Oxododecanoyl-CoA-c0	1	NA	NA
cpd03119[c0]	3-Oxodecanoyl-CoA-c0	1	NA	NA
cpd03121[c0]	3-Oxooctanoyl-CoA-c0	1	NA	NA
cpd03123[c0]	3-Oxohexanoyl-CoA-c0	1	NA	NA
cpd03124[c0]	Hexanoyl-CoA-c0	1	NA	NA
cpd03125[c0]	(2E)-Hexenoyl-CoA-c0	1	NA	NA
cpd03126[c0]	(2E)-Hexadecenoyl-CoA-c0	1	NA	NA
cpd03127[c0]	(2E)-Tetradecenoyl-CoA-c0	1	NA	NA
cpd03128[c0]	Decanoyl-CoA-c0	1	NA	NA
cpd03129[c0]	(2E)-Decenoyl-CoA-c0	1	NA	NA
cpd03130[c0]	(2E)-Octenoyl-CoA-c0	1	NA	NA
cpd03135[c0]	4-Androsten-11beta-ol-3,17-dione-c0	1	NA	NA
cpd03145[c0]	16alpha-Hydroxyestrone-c0	1	NA	NA
cpd03163[c0]	Selenomethionine-c0	1	NA	NA
cpd03164[c0]	Chenodeoxycholoyl-CoA-c0	1	NA	NA
cpd03187[c0]	Oxalosuccinate-c0	1	NA	NA
cpd03189[c0]	3-Carboxy-1-hydroxypropyl-ThPP-c0	1	NA	NA
cpd03195[c0]	Melibiitol-c0	1	NA	NA
cpd03196[c0]	Epimelibiose-c0	1	NA	NA
cpd03197[c0]	Galactosylglycerol-c0	1	NA	NA
cpd03198[c0]	Melibiose-c0	1	NA	NA
cpd03200[c0]	Manninotriose-c0	1	NA	NA
cpd03228[c0]	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al-c0	1	NA	NA
cpd03232[c0]	3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA-c0	1	NA	NA
cpd03234[c0]	7alpha-Hydroxy-5beta-cholestan-3-one-c0	1	NA	NA
cpd03235[c0]	5beta-Cholestane-3alpha,7alpha-diol-c0	1	NA	NA
cpd03236[c0]	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one-c0	1	NA	NA
cpd03237[c0]	3alpha,7alpha,12alpha-Trihydroxycoprostane-c0	1	NA	NA
cpd03242[c0]	Chenodeoxyglycocholoyl-CoA-c0	1	NA	NA
cpd03279[c0]	Deoxyinosine-c0	1	NA	NA
cpd03284[c0]	3-Sulfinopyruvate-c0	1	NA	NA
cpd03285[c0]	3-Sulfopyruvate-c0	1	NA	NA
cpd03307[c0]	3,4-Dihydroxymandelaldehyde-c0	1	NA	NA
cpd03310[c0]	Dihydroxymandelic acid-c0	1	NA	NA
cpd03313[c0]	3-Methoxy-4-hydroxyphenylglycolaldehyde-c0	1	NA	NA
cpd03314[c0]	Vanillylmandelic acid-c0	1	NA	NA
cpd03331[c0]	PLCT-c0	1	NA	NA
cpd03332[c0]	p-Coumaraldehyde-c0	1	NA	NA
cpd03333[c0]	Sinapaldehyde-c0	1	NA	NA
cpd03344[c0]	Eriodictyol-c0	1	NA	NA
cpd03345[c0]	5-Hydroxyindoleacetaldehyde-c0	1	NA	NA
cpd03346[c0]	5-Hydroxyindoleacetate-c0	1	NA	NA
cpd03357[c0]	5-Hydroxyindolepyruvate-c0	1	NA	NA
cpd03372[c0]	Homoisocitrate-c0	1	NA	NA
cpd03388[c0]	Adenylylselenate-c0	1	NA	NA
cpd03389[c0]	Selenocysteine-c0	1	NA	NA
cpd03393[c0]	Se-Adenosylselenohomocysteine-c0	1	NA	NA
cpd03396[c0]	Selenate-c0	1	NA	NA
cpd03397[c0]	Selenohomocysteine-c0	1	NA	NA
cpd03398[c0]	Selenocystathionine-c0	1	NA	NA
cpd03399[c0]	O-Acetylhomoserine-c0	1	NA	NA
cpd03400[c0]	O-Succinylhomoserine-c0	1	NA	NA
cpd03401[c0]	Methaneselenol-c0	1	NA	NA
cpd03408[c0]	alpha-Aminopropiononitrile-c0	1	NA	NA
cpd03409[c0]	4-Amino-4-cyanobutanoic acid-c0	1	NA	NA
cpd03422[c0]	Cobinamide	1	NA	NA
cpd03450[c0]	Succinatesemialdehyde-thiamindiphosphateanion-c0	1	NA	NA
cpd03451[c0]	SHCHC-c0	1	NA	NA
cpd03456[c0]	S-sulfocysteine-c0	1	NA	NA
cpd03471[c0]	Nicotinate D-ribonucleoside-c0	1	NA	NA
cpd03487[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine-c0	1	NA	NA
cpd03488[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine-c0	1	NA	NA
cpd03495[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl--N-acetylglucosamine-L-ala-D-glu-meso-2-6-diaminopimeloyl-D-ala-D-ala-c0	1	NA	NA
cpd03496[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine-c0	1	NA	NA
cpd03503[c0]	Resivit-c0	1	NA	NA
cpd03504[c0]	Luteoforol-c0	1	NA	NA
cpd03506[c0]	Leucodelphinidin-c0	1	NA	NA
cpd03526[c0]	N-Succinyl-L-glutamate 5-semialdehyde-c0	1	NA	NA
cpd03529[c0]	N4-Acetylaminobutanal-c0	1	NA	NA
cpd03530[c0]	L-4-Hydroxyglutamatesemialdehyde-c0	1	NA	NA
cpd03562[c0]	2-Propyn-1-al-c0	1	NA	NA
cpd03566[c0]	Acetyl adenylate-c0	1	NA	NA
cpd03571[c0]	Lactaldehyde-c0	1	NA	NA
cpd03577[c0]	(R)-2-Oxo-3-methylpentanoate-c0	1	NA	NA
cpd03591[c0]	Methyloxaloacetate-c0	1	NA	NA
cpd03593[c0]	D-erythro-3-Methylmalate-c0	1	NA	NA
cpd03606[c0]	2-Oxo-3-hydroxy-4-phosphobutanoate-c0	1	NA	NA
cpd03607[c0]	4-(Phosphonooxy)-threonine-c0	1	NA	NA
cpd03608[c0]	4-Hydroxy-L-threonine-c0	1	NA	NA
cpd03640[c0]	6-Oxohexanoate-c0	1	NA	NA
cpd03642[c0]	Adipate-c0	1	NA	NA
cpd03652[c0]	Digalactosylceramide-c0	1	NA	NA
cpd03662[c0]	n-Butanol-c0	1	NA	NA
cpd03662[e0]	n-Butanol-e0	2	NA	NA
cpd03663[c0]	3-Butynoate-c0	1	NA	NA
cpd03664[c0]	3-Butyn-1-al-c0	1	NA	NA
cpd03670[c0]	L-myo-Inositol 5-phosphate-c0	1	NA	NA
cpd03672[c0]	S-Glutaryldihydrolipoamide-c0	1	NA	NA
cpd03704[c0]	dIMP-c0	1	NA	NA
cpd03722[c0]	Sedoheptulose 1-phosphate-c0	1	NA	NA
cpd03733[c0]	N-Acetylneuraminate 9-phosphate-c0	1	NA	NA
cpd03762[c0]	cis-1,2-dihydroxybenzoate-c0	1	NA	NA
cpd03846[c0]	octanoate-c0	1	NA	NA
cpd03847[c0]	Myristic acid-c0	1	NA	NA
cpd03848[c0]	Arachidic acid-c0	1	NA	NA
cpd03849[c0]	Gamolenic acid-c0	1	NA	NA
cpd03850[c0]	Linolenate-c0	1	NA	NA
cpd03851[c0]	Eicosapentaenoic acid-c0	1	NA	NA
cpd03852[c0]	Docosahexaenoic acid-c0	1	NA	NA
cpd03916[c0]	Adenosyl cobyrinate diamide-c0	1	NA	NA
cpd03917[c0]	Adenosylcobyric acid-c0	1	NA	NA
cpd03970[c0]	Cianidanol-c0	1	NA	NA
cpd04079[c0]	4-Sulfobenzyl alcohol-c0	1	NA	NA
cpd04080[c0]	4-Sulfobenzaldehyde-c0	1	NA	NA
cpd04134[c0]	2-Chloroethanal-c0	1	NA	NA
cpd04135[c0]	Chloroacetic acid-c0	1	NA	NA
cpd04390[c0]	Benzoyl acetyl-CoA-c0	1	NA	NA
cpd04809[c0]	Thioguanine-c0	1	NA	NA
cpd04810[c0]	5-FU-c0	1	NA	NA
cpd05267[c0]	Ribose-c0	1	NA	NA
cpd05269[c0]	beta-D-Sedoheptulose-c0	1	NA	NA
cpd06215[c0]	Afzelechin-c0	1	NA	NA
cpd06706[c0]	Cyanobenzene-c0	1	NA	NA
cpd07322[c0]	5-O-Caffeoylshikimic acid-c0	1	NA	NA
cpd07403[c0]	2-(beta-D-Glucosyl)-sn-glycerol 3-phosphate-c0	1	NA	NA
cpd07830[c0]	Caffeyl aldehyde-c0	1	NA	NA
cpd07923[c0]	2'-Deoxy-5-hydroxymethylcytidine-5'-diphosphate-c0	1	NA	NA
cpd07924[c0]	2'-Deoxy-5-hydroxymethylcytidine-5'-triphosphate-c0	1	NA	NA
cpd08021[c0]	DMSO-c0	1	NA	NA
cpd08021[e0]	DMSO-e0	2	NA	NA
cpd08210[c0]	ADC-c0	1	NA	NA
cpd08211[c0]	trans,trans,cis-Geranylgeranyl diphosphate-c0	1	NA	NA
cpd08263[c0]	(+)-trans-Carveol-c0	1	NA	NA
cpd08335[c0]	2-(R)-Hydroxypropyl-CoM-c0	1	NA	NA
cpd08336[c0]	2-Oxopropyl-CoM-c0	1	NA	NA
cpd08545[c0]	Floxuridine-c0	1	NA	NA
cpd08721[c0]	Perillic acid-c0	1	NA	NA
cpd08906[c0]	Apiforol-c0	1	NA	NA
cpd08909[c0]	(+)-Gallocatechin-c0	1	NA	NA
cpd08928[c0]	L-Threonine phosphate-c0	1	NA	NA
cpd08983[c0]	5-Hydroxyferuloyl-CoA-c0	1	NA	NA
cpd08984[c0]	5-Hydroxyconiferaldehyde-c0	1	NA	NA
cpd08985[c0]	5-Hydroxyconiferyl alcohol-c0	1	NA	NA
cpd08986[c0]	Caffeyl alcohol-c0	1	NA	NA
cpd08993[c0]	Aminofructose 6-phosphate-c0	1	NA	NA
cpd08994[c0]	Iminoerythrose 4-phosphate-c0	1	NA	NA
cpd09421[c0]	2-(1,2-Dihydroxyethyl)-TPP-c0	1	NA	NA
cpd09544[c0]	3-alpha-OH DHP-c0	1	NA	NA
cpd09545[c0]	5-alpha-THDOC-c0	1	NA	NA
cpd10515[c0]	Fe2+-c0	1	NA	NA
cpd10515[e0]	Fe2+-e0	2	NA	NA
cpd10516[c0]	fe3-c0	1	NA	NA
cpd10516[e0]	fe3-e0	2	NA	NA
cpd11177[c0]	9-cis-Retinoic acid-c0	1	NA	NA
cpd11225[c0]	3-4-dihydroxy-2-butanone4-phosphate-c0	1	NA	NA
cpd11231[c0]	2-Amino-5-formylamino-6-(5-phosphoribosylamino)pyrimidin-4(3H)-one-c0	1	NA	NA
cpd11311[c0]	1-Pyrroline-c0	1	NA	NA
cpd11415[c0]	carboxybiotin-c0	1	NA	NA
cpd11416[c0]	Biomass	1	NA	NA
cpd11420[c0]	trdox-c0	1	NA	NA
cpd11421[c0]	trdrd-c0	1	NA	NA
cpd11423[c0]	1,2-Diacyl-sn-glycerol-c0	1	NA	NA
cpd11451[e0]	mql7-e0	2	NA	NA
cpd11464[c0]	Butyryl-ACP-c0	1	NA	NA
cpd11465[c0]	But-2-enoyl-[acyl-carrier protein]-c0	1	NA	NA
cpd11466[c0]	Myristoyl-ACP-c0	1	NA	NA
cpd11467[c0]	(2E)-Tetradecenoyl-[acp]-c0	1	NA	NA
cpd11468[c0]	Dodecanoyl-ACP-c0	1	NA	NA
cpd11469[c0]	(2E)-Dodecenoyl-[acp]-c0	1	NA	NA
cpd11470[c0]	Octanoyl-ACP-c0	1	NA	NA
cpd11471[c0]	(2E)-Octenoyl-[acp]-c0	1	NA	NA
cpd11472[c0]	Hexanoyl-ACP-c0	1	NA	NA
cpd11473[c0]	(2E)-Hexenoyl-[acp]-c0	1	NA	NA
cpd11474[c0]	Decanoyl-ACP-c0	1	NA	NA
cpd11475[c0]	(2E)-Decenoyl-[acp]-c0	1	NA	NA
cpd11476[c0]	hexadecanoyl-acp-c0	1	NA	NA
cpd11477[c0]	(2E)-Hexadecenoyl-[acp]-c0	1	NA	NA
cpd11478[c0]	(R)-3-Hydroxybutanoyl-[acyl-carrier protein]-c0	1	NA	NA
cpd11479[c0]	D-3-Hydroxyhexanoyl-[acp]-c0	1	NA	NA
cpd11480[c0]	D-3-Hydroxydodecanoyl-[acp]-c0	1	NA	NA
cpd11481[c0]	R-3-hydroxypalmitoyl-acyl-carrierprotein--c0	1	NA	NA
cpd11482[c0]	(R)-3-Hydroxydecanoyl-[acyl-carrier protein]-c0	1	NA	NA
cpd11483[c0]	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]-c0	1	NA	NA
cpd11484[c0]	(R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]-c0	1	NA	NA
cpd11485[c0]	3-oxohexadecanoyl-acp-c0	1	NA	NA
cpd11486[c0]	3-Oxohexanoyl-[acp]-c0	1	NA	NA
cpd11487[c0]	3-oxodecanoyl-acp-c0	1	NA	NA
cpd11488[c0]	Acetoacetyl-ACP-c0	1	NA	NA
cpd11489[c0]	3-oxododecanoyl-acp-c0	1	NA	NA
cpd11490[c0]	3-oxooctanoyl-acp-c0	1	NA	NA
cpd11491[c0]	3-oxotetradecanoyl-acp-c0	1	NA	NA
cpd11492[c0]	Malonyl-acyl-carrierprotein--c0	1	NA	NA
cpd11493[c0]	ACP-c0	1	NA	NA
cpd11494[c0]	Acetyl-ACP-c0	1	NA	NA
cpd11574[c0]	Molybdate-c0	1	NA	NA
cpd11574[e0]	Molybdate-e0	2	NA	NA
cpd11594[c0]	Dextrin-c0	1	NA	NA
cpd11606[e0]	Menaquinone 7-e0	2	NA	NA
cpd11611[c0]	Acyl-CoA-c0	1	NA	NA
cpd11615[c0]	tRNA-c0	1	NA	NA
cpd11620[c0]	Reducedferredoxin-c0	1	NA	NA
cpd11621[c0]	Oxidizedferredoxin-c0	1	NA	NA
cpd11628[c0]	Acyl-[acyl-carrier protein]-c0	1	NA	NA
cpd11632[c0]	hn-c0	1	NA	NA
cpd11632[e0]	hn-e0	2	NA	NA
cpd11637[c0]	3-Oxoacyl-CoA-c0	1	NA	NA
cpd11640[c0]	H2-c0	1	NA	NA
cpd11640[e0]	H2-e0	2	NA	NA
cpd11677[c0]	Triglyceride-c0	1	NA	NA
cpd11728[c0]	trans-2,3-Dehydroacyl-[acyl-carrier protein]-c0	1	NA	NA
cpd11734[c0]	Alditol-c0	1	NA	NA
cpd11735[c0]	Amylose-c0	1	NA	NA
cpd11738[c0]	Insulin-c0	1	NA	NA
cpd11751[c0]	tRNA(Tyr)-c0	1	NA	NA
cpd11753[c0]	Alkyl thiol-c0	1	NA	NA
cpd11765[c0]	Phospholipid-c0	1	NA	NA
cpd11825[c0]	Octadecenoyl-ACP-c0	1	NA	NA
cpd11836[c0]	(R)-3-Hydroxyacyl-[acyl-carrier protein]-c0	1	NA	NA
cpd11849[c0]	RSH-c0	1	NA	NA
