# gapseq version: 1.2 c1e35b7c
# Sequence DB md5sum: 1139b8e (2021-06-02, Bacteria)
ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|PWY-5822|	trichloroethene degradation	false	0	7	0	0	
|PWY-5825|	dalpatein and dalnigrein biosynthesis	false	0	4	0	0	
|PWY-5826|	hypoglycin biosynthesis	false	8	10	0	0	RXN-9157 
|PWY-5827|	heliocides biosynthesis	false	0	10	0	0	
|PWY-5828|	lacinilene C biosynthesis	false	0	2	0	0	
|PWY-5829|	geraniol and geranial biosynthesis	false	50	1	0	0	GERANIOL-DEHYDROGENASE-RXN 
|PWY-5830|	CDP-ascarylose biosynthesis	false	0	0	0	0	
|PWY-5831|	CDP-abequose biosynthesis	false	0	0	0	0	
|PWY-5832|	CDP-paratose biosynthesis	false	0	0	0	0	
|PWY-5833|	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis	false	33	0	0	0	1.17.1.1-RXN 
|PWY-5834|	CDP-tyvelose biosynthesis	false	0	0	0	0	
|PWY-5835|	geranyl acetate biosynthesis	false	0	1	0	0	
|PWY-5837|	2-carboxy-1,4-naphthoquinol biosynthesis	true	71	0	1	1	O-SUCCINYLBENZOATE-COA-LIG-RXN ISOCHORSYN-RXN 2.5.1.64-RXN RXN-9310 NAPHTHOATE-SYN-RXN 
|PWY-5839|	menaquinol-7 biosynthesis	true	100	0	0	0	RXN-9190 RXN-9191 
|PWY-5843|	cocaine biosynthesis	false	0	9	0	0	
|PWY-5844|	menaquinol-9 biosynthesis	true	100	0	0	0	RXN-9205 
|PWY-5846|	colchicine biosynthesis	false	0	6	0	0	
|PWY-5848|	cinchona alkaloids biosynthesis	false	0	4	0	0	
|PWY-5849|	menaquinol-6 biosynthesis	true	100	0	0	0	RXN-9220 
|PWY-5851|	demethylmenaquinol-9 biosynthesis	true	100	0	0	0	RXN-9204 
|PWY-5852|	demethylmenaquinol-8 biosynthesis I	true	100	0	0	0	DMK-RXN 
|PWY-5853|	demethylmenaquinol-6 biosynthesis I	true	100	0	0	0	RXN-9217 
|PWY-5855|	ubiquinol-7 biosynthesis (early decarboxylation)	false	37	1	2	0	RXN-9227 RXN-9223 
|PWY-5856|	ubiquinol-9 biosynthesis (early decarboxylation)	false	25	0	2	0	RXN-9238 RXN-9242 
|PWY-5857|	ubiquinol-10 biosynthesis (early decarboxylation)	false	25	0	2	0	RXN-9235 RXN-9231 
|PWY-5859|	eugenol and isoeugenol biosynthesis	false	0	2	0	0	
|PWY-5867|	t-anethole biosynthesis	false	0	2	0	0	
|PWY-5870|	ubiquinol-8 biosynthesis (late decarboxylation)	false	22	1	0	0	2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN 
|PWY-5871|	ubiquinol-9 biosynthesis (late decarboxylation)	false	37	2	0	0	RXN-9242 
|PWY-5872|	ubiquinol-10 biosynthesis (late decarboxylation)	false	44	2	0	0	RXN-9235 RXN-9106 
|PWY-5873|	ubiquinol-7 biosynthesis (late decarboxylation)	false	12	3	0	0	RXN-9227 
|PWY-5874|	heme degradation I	false	0	0	0	0	
|PWY-5875|	staphyloxanthin biosynthesis	false	22	0	0	0	RXN-9301 RXN-9307 
|PWY-5876|	magnoflorine biosynthesis	false	0	2	0	0	
|PWY-5877|	beta-carboline biosynthesis	false	16	5	0	0	AROMATIC-L-AMINO-ACID-DECARBOXYLASE-RXN 
|PWY-5882|	epoxypseudoisoeugenol-2-methylbutanoate biosynthesis	false	0	5	0	0	
|PWY-5883|	ephedrine biosynthesis	false	0	9	0	0	
|PWY-5884|	wax esters biosynthesis I	false	0	0	0	0	
|PWY-5885|	wax esters biosynthesis II	false	25	2	0	0	RXN-7904 
|PWY-5886|	3-(4-hydroxyphenyl)pyruvate biosynthesis	true	100	0	0	0	TYROSINE-AMINOTRANSFERASE-RXN 
|PWY-5887|	albaflavenone biosynthesis	false	0	0	0	0	
|PWY-5888|	rhodoquinone-10 biosynthesis	false	0	1	0	0	
|PWY-5889|	rhodoquinone-9 biosynthesis	false	0	1	0	0	
|PWY-5890|	menaquinol-10 biosynthesis	true	100	0	0	0	RXN-9358 RXN-9361 
|PWY-5891|	menaquinol-11 biosynthesis	true	100	0	0	0	RXN-9359 RXN-9362 
|PWY-5892|	menaquinol-12 biosynthesis	true	100	0	0	0	RXN-9360 RXN-9363 
|PWY-5893|	tridecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5895|	menaquinol-13 biosynthesis	true	100	0	0	0	RXN-9365 RXN-9366 
|PWY-5901|	2,3-dihydroxybenzoate biosynthesis	false	66	0	0	0	ISOCHORSYN-RXN DHBDEHYD-RXN 
|PWY-5905|	hypusine biosynthesis	false	0	0	0	0	
|PWY-5907|	homospermidine biosynthesis I	false	0	0	0	0	
|PWY-5912|	2'-deoxymugineic acid phytosiderophore biosynthesis	false	25	2	0	0	S-ADENMETSYN-RXN 
|PWY-5913|	partial TCA cycle (obligate autotrophs)	false	50	0	1	1	FUMHYDR-RXN CITSYN-RXN PEPCARBOX-RXN ISOCITDEH-RXN 
|PWY-5915|	phycoerythrobilin biosynthesis I	false	0	0	2	0	
|PWY-5917|	phycocyanobilin biosynthesis	false	0	0	1	0	
|PWY-5921|	glutaminyl-tRNAgln biosynthesis via transamidation	true	100	0	0	0	RXN-9386 GLUTAMIN-RXN RXN-20082 RXN-20083 
|PWY-5922|	(4R)-carveol and (4R)-dihydrocarveol degradation	false	14	8	0	0	RXN-9400 RXN-9404 
|PWY-5923|	limonene degradation I (D-limonene)	false	16	2	1	0	RXN-9410 
|PWY-5924|	limonene degradation II (L-limonene)	false	16	2	1	0	RXN-9411 
|PWY-5925|	hydroxylated mugineic acid phytosiderophore biosynthesis	false	0	3	0	0	
|PWY-5926|	afrormosin conjugates interconversion	false	0	3	0	0	
|PWY-5927|	(4S)-carveol and (4S)-dihydrocarveol degradation	false	14	8	0	0	RXN-9401 RXN-9397 
|PWY-5928|	(4R)-carvone biosynthesis	false	0	1	0	0	
|PWY-5929|	puromycin biosynthesis	false	0	7	0	0	
|PWY-5930|	terpentecin biosynthesis	false	0	1	0	0	
|PWY-5934|	iron reduction and absorption	false	0	0	0	0	
|PWY-5935|	1-tuberculosinyladenosine biosynthesis	false	0	1	0	0	
|PWY-5936|	xyloglucan biosynthesis	false	0	4	0	0	
|PWY-5938|	pyruvate fermentation to (R)-acetoin I	true	100	0	1	1	ACETOLACTSYN-RXN RXN-11036 
|PWY-5939|	pyruvate fermentation to (R)-acetoin II	false	50	0	1	0	ACETOLACTSYN-RXN 
|PWY-5940|	streptomycin biosynthesis	false	11	9	0	0	MYO-INOSITOL-2-DEHYDROGENASE-RXN PHOSPHOGLUCMUT-RXN 
|PWY-5941|	glycogen degradation II	false	50	0	0	0	PHOSPHOGLUCMUT-RXN RXN-19947 GLUCOKIN-RXN 
|PWY-5943|	&beta;-carotene biosynthesis	false	0	0	0	0	
|PWY-5944|	zeaxanthin biosynthesis	false	0	0	0	0	
|PWY-5945|	violaxanthin, antheraxanthin and zeaxanthin interconversion	false	75	1	0	0	RXN-7978 RXN-7979 
|PWY-5946|	&alpha;-carotene biosynthesis	false	0	1	0	0	
|PWY-5947|	lutein biosynthesis	false	0	1	0	0	
|PWY-5950|	geosmin biosynthesis	false	0	0	0	0	
|PWY-5951|	(R,R)-butanediol biosynthesis	true	100	0	0	0	RR-BUTANEDIOL-DEHYDROGENASE-RXN 
|PWY-5954|	(1'S,5'S)-averufin biosynthesis	false	0	6	0	0	
|PWY-5955|	versicolorin B biosynthesis	false	44	5	0	0	RXN-9488 RXN-9489 RXN-9490 RXN-9491 
|PWY-5956|	sterigmatocystin biosynthesis	false	0	9	0	0	
|PWY-5957|	L-nicotianamine biosynthesis	false	0	0	0	0	
|PWY-5958|	acridone alkaloid biosynthesis	false	25	2	0	0	ANTHRANSYN-RXN 
|PWY-5959|	aflatoxins B1 and G1 biosynthesis	false	0	3	0	0	
|PWY-5960|	aflatoxins B2 and G2 biosynthesis	false	0	5	0	0	
|PWY-5963|	molybdenum cofactor sulfulylation (eukaryotes)	false	0	0	0	0	
|PWY-5964|	guanylyl molybdenum cofactor biosynthesis	false	0	0	0	0	
|PWY-5966-1|	fatty acid biosynthesis initiation (type I)	true	100	0	0	0	ACETYL-COA-CARBOXYLTRANSFER-RXN RXN66-610 RXN66-613 
|PWY-5967|	lupinate biosynthesis	false	0	1	0	0	
|PWY-5968|	cinnamate esters biosynthesis	false	0	1	0	0	
|PWY-5971|	palmitate biosynthesis (type II fatty acid synthase)	true	96	0	0	0	RXN-9657 RXN-9658 RXN-9520 RXN-9518 RXN-9516 RXN-9514 4.2.1.58-RXN RXN-9523 RXN-9524 RXN-9659 4.2.1.59-RXN RXN-9527 RXN-9528 RXN-9660 RXN-9531 RXN-9532 RXN-9533 RXN-9661 RXN-9535 RXN-9536 RXN-9537 RXN-9662 RXN-9539 RXN-9540 4.2.1.61-RXN RXN-9663 3.1.2.21-RXN RXN-9655 RXN-9623 RXN-16393 
|PWY-5972|	stearate biosynthesis I (animals)	false	16	2	1	0	RXN-9623 
|PWY-5973|	cis-vaccenate biosynthesis	false	80	0	1	0	2.3.1.179-RXN RXN-9556 RXN-9557 RXN-9558 
|PWY-5975|	furaneol and mesifurane biosynthesis	false	0	5	0	0	
|PWY-5976|	dhurrin degradation	false	0	1	0	0	
|PWY-5978|	kanosamine biosynthesis I	false	0	0	2	0	
|PWY-5979|	3-amino-5-hydroxybenzoate biosynthesis	false	50	1	0	0	RXN-9584 RXN-9585 
|PWY-5980|	xylogalacturonan biosynthesis	false	0	1	0	0	
|PWY-5981|	CDP-diacylglycerol biosynthesis III	false	40	0	1	1	RXN-9590 RXN-9591 
|PWY-5982|	sulfoacetaldehyde degradation II	true	100	0	1	1	RXN-9592 
|PWY-5983|	trehalose biosynthesis VI	false	0	0	0	0	
|PWY-5984|	rifamycin B biosynthesis	false	23	6	0	0	RXN-20245 RXN-20247 RXN-20302 
|PWY-5985|	trehalose biosynthesis VII	true	100	0	0	0	RXN-9613 
|PWY-5987|	sorgoleone biosynthesis	false	12	6	0	0	RXN-10664 
|PWY-5989|	stearate biosynthesis II (bacteria and plants)	true	83	0	0	0	RXN-9632 RXN-9633 RXN-9634 RXN-9635 RXN-16380 
|PWY-5990|	lotaustralin biosynthesis	false	0	7	0	0	
|PWY-5992|	thalianol and derivatives biosynthesis	false	0	3	0	0	
|PWY-5994|	palmitate biosynthesis (type I fatty acid synthase)	true	96	2	0	0	RXN66-614 RXN66-616 RXN66-617 RXN66-618 RXN66-619 RXN66-620 RXN66-621 RXN66-622 RXN66-623 RXN66-624 RXN66-625 RXN66-626 RXN66-627 RXN66-628 RXN66-629 RXN66-630 RXN66-631 RXN66-632 RXN66-633 RXN66-634 RXN66-635 RXN66-636 RXN66-637 RXN66-638 RXN66-639 RXN66-640 RXN66-641 RXN66-642 
|PWY-5995|	linoleate biosynthesis I (plants)	false	0	0	0	0	
|PWY-5996|	oleate biosynthesis II (animals and fungi)	false	50	0	0	0	1.14.19.1-RXN 
|PWY-5997|	&alpha;-linolenate biosynthesis I (plants and red algae)	false	0	2	0	0	
|PWY-5998|	&gamma;-linolenate biosynthesis I (plants)	false	0	1	0	0	
|PWY-5|	canavanine biosynthesis	false	25	2	0	0	RXN-22 
|PWY5F9-12|	biphenyl degradation	false	50	0	1	1	1.14.12.18-RXN 1.3.1.56-RXN 
|PWY5F9-3233|	phthalate degradation (aerobic)	true	66	0	1	1	RXN-11679 RXN5F9-56 
|PWY-6000|	&gamma;-linolenate biosynthesis II (animals)	false	50	0	1	0	RXN-9673 
|PWY-6001|	linoleate biosynthesis II (animals)	false	50	0	1	0	RXN-9644 
|PWY-6002|	lotaustralin degradation	false	0	1	0	0	
|PWY-6003|	gramicidin S biosynthesis	false	0	0	0	0	
|PWY-6004|	glycine betaine biosynthesis V (from glycine)	false	0	0	0	0	
|PWY-6005|	marneral biosynthesis	false	0	2	0	0	
|PWY-6007|	(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis II	false	0	2	0	0	
|PWY-6008|	baruol biosynthesis	false	0	1	0	0	
|PWY-6010|	apigenin glycosides biosynthesis	false	0	5	0	0	
|PWY-6011|	amygdalin and prunasin degradation	false	33	2	0	0	MANDELONITRILE-LYASE-RXN 
|PWY-6012-1|	acyl carrier protein activation	false	0	0	0	0	
|PWY-6012|	acyl carrier protein metabolism	false	0	0	0	0	
|PWY-6013|	crepenynate biosynthesis	false	0	0	0	0	
|PWY-6014|	vernolate biosynthesis I	false	0	1	0	0	
|PWY-6015|	vitexin and derivatives biosynthesis	false	0	4	0	0	
|PWY-6019|	pseudouridine degradation	false	50	0	0	0	RXN0-5398 
|PWY-601|	glucosinolate biosynthesis from tryptophan	false	7	9	0	0	RXN-19586 
|PWY-6021|	nitrilotriacetate degradation	false	0	1	0	0	
|PWY-6024|	isovitexin glycosides biosynthesis	false	10	9	0	0	RXN-9714 
|PWY-6027|	capsiconiate biosynthesis	false	50	2	0	0	RXN-1106 RXN-2602 
|PWY-6028|	acetoin degradation	true	100	0	0	0	RXN-9718 
|PWY-6029|	2,3-trans-flavanols biosynthesis	false	33	2	0	0	RXN-1484 
|PWY-6030|	serotonin and melatonin biosynthesis	false	25	0	0	0	RXN3DJ-170 
|PWY-6032|	digitoxigenin biosynthesis	false	12	6	0	0	PROGESTERONE-5-ALPHA-REDUCTASE-RXN 
|PWY-6035|	2,3-cis-flavanols biosynthesis	false	0	0	0	0	
|PWY-6036|	cardenolide glucosides biosynthesis	false	0	16	0	0	
|PWY-6038|	citrate degradation	false	0	0	0	0	
|PWY-6039|	chlorogenic acid biosynthesis I	false	14	6	0	0	CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN 
|PWY-6040|	chlorogenic acid biosynthesis II	false	0	4	0	0	
|PWY-6041|	4-sulfocatechol degradation	false	50	0	0	0	RXN-9733 MALEYLACETATE-REDUCTASE-RXN 
|PWY-6043|	ethanedisulfonate degradation	false	0	1	0	0	
|PWY-6044|	methanesulfonate degradation	false	0	0	0	0	
|PWY-6045|	methylthiopropanonate degradation II (demethylation)	false	0	1	0	0	
|PWY-6046|	dimethylsulfoniopropanoate degradation I (cleavage)	false	0	0	0	0	
|PWY-6047|	dimethyl sulfide degradation I	false	0	0	0	0	
|PWY-6048|	methylthiopropanoate degradation I (cleavage)	true	100	0	0	0	RXN-12572 RXN-12571 RXN-16010 RXN-16011 RXN-16012 RXN-16013 
|PWY-6050|	dimethyl sulfoxide degradation	true	100	0	0	0	RXN-9739 
|PWY-6051|	2,4,6-trinitrotoluene degradation	false	0	12	0	0	
|PWY-6052|	dimethylsulfoniopropanoate degradation III (demethylation)	true	100	0	0	0	RXN-9736 
|PWY-6053|	dimethylsulfoniopropanoate biosynthesis III (algae and phytoplankton)	false	25	2	0	0	R15-RXN 
|PWY-6054|	dimethylsulfoniopropanoate biosynthesis I (Wollastonia)	false	33	1	0	0	RXN-9758 
|PWY-6055|	dimethylsulfoniopropanoate biosynthesis II (Spartina)	false	25	2	0	0	RXN-9758 
|PWY-6056|	dimethylsulfoniopropanoate degradation II (cleavage)	true	100	0	0	0	RXN-9760 
|PWY-6057|	dimethylsulfide to cytochrome c2 electron transfer	false	0	0	0	0	
|PWY-6058|	dimethyl sulfone degradation	false	0	1	0	0	
|PWY-6059|	dimethyl sulfide degradation II (oxidation)	false	50	0	0	0	RXN-14709 RXN-18086 
|PWY-6060|	malonate degradation II (biotin-dependent)	false	0	0	0	0	
|PWY-6061|	bile acid biosynthesis, neutral pathway	false	68	7	0	0	CHOLESTANETRIOL-26-MONOOXYGENASE-RXN CHOLESTANETETRAOL-26-DEHYDROGENASE-RXN 1.2.1.40-RXN 6.2.1.29-RXN RXN-9797 4.2.1.107-RXN RXN-9842 RXN-9843 RXN-9844 RXN-9845 RXN-9847 RXN-9850 2.3.1.176-RXN 
|PWY-6064|	methylquercetin biosynthesis	false	0	0	0	0	
|PWY-6068|	indican biosynthesis	false	50	1	0	0	RXN-9819 
|PWY-6069|	indigo biosynthesis	true	100	0	0	0	RXN-9819 
|PWY-6073|	alginate biosynthesis I (algal)	false	33	0	1	0	GDP-MANNOSE-6-DEHYDROGENASE-RXN 
|PWY-6074|	zymosterol biosynthesis	false	28	3	0	0	RXN66-306 
|PWY-6075|	ergosterol biosynthesis I	false	20	1	0	0	
|PWY-6076|	vitamin D3 biosynthesis	false	50	1	1	1	CALCIDIOL-1-MONOOXYGENASE-RXN 
|PWY-6077|	anthranilate degradation II (aerobic)	false	50	0	0	0	AMINOBENZCOALIG-RXN 
|PWY-6079|	anthranilate degradation I (aerobic)	false	0	0	0	0	
|PWY-6080|	4-ethylphenol degradation (anaerobic)	false	83	0	1	0	RXN-9834 RXN-9833 RXN-9832 OHBENZCOARED-RXN RXN-11246 
|PWY-6081|	1,3-dichlorobenzene degradation	false	50	0	0	0	RXN-9853 
|PWY-6082|	alginate biosynthesis II (bacterial)	false	14	3	1	0	GDP-MANNOSE-6-DEHYDROGENASE-RXN 
|PWY-6083|	chlorobenzene degradation	false	50	0	0	0	RXN-9858 
|PWY-6084|	3,5-dichlorocatechol degradation	false	33	1	0	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-6085|	2,4-dichlorophenoxyacetate degradation	false	50	0	1	1	RXN-9863 
|PWY-6086|	4-chloro-2-methylphenoxyacetate degradation	false	50	0	1	1	RXN-9864 
|PWY-6087|	4-chlorocatechol degradation	false	25	0	1	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-6088|	3-chlorobenzoate degradation I (via chlorocatechol)	false	0	2	0	0	
|PWY-6089|	3-chlorocatechol degradation I (ortho)	false	20	0	1	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-6090|	1,2-dichlorobenzene degradation	false	50	0	0	0	RXN-9878 
|PWY-6091|	1,2,4-trichlorobenzene degradation	false	50	0	0	0	RXN-9877 
|PWY-6093|	4,5-dichlorocatechol degradation	false	20	0	1	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-6094|	3,4,6-trichlorocatechol degradation	false	16	0	1	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-6095|	dammara-20,24-diene biosynthesis	false	0	0	0	0	
|PWY-6098|	diploterol biosynthesis	false	0	0	0	0	
|PWY-6099|	1,2,4,5-tetrachlorobenzene degradation	true	100	0	0	0	RXN-9875 
|PWY-6100|	L-carnitine biosynthesis	false	50	1	1	0	1.2.1.47-RXN 
|PWY-6102|	5-chloro-3-methyl-catechol degradation	false	0	0	0	0	
|PWY-6103|	3-chlorotoluene degradation I	false	50	0	0	0	RXN-9906 
|PWY-6104|	3-chlorotoluene degradation II	false	66	0	1	0	RXN-9909 RXN-9910 
|PWY-6105|	botryococcenes and methylated squalene biosynthesis	false	0	8	0	0	
|PWY-6107|	chlorosalicylate degradation	false	28	1	1	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-6109|	mangrove triterpenoid biosynthesis	false	0	4	0	0	
|PWY-6111|	mitochondrial L-carnitine shuttle	false	0	1	1	0	
|PWY-6116|	mannosylfructose biosynthesis	false	50	0	0	0	RXN-9935 
|PWY-6117|	spermine and spermidine degradation I	false	40	1	1	0	RXN-9015 
|PWY-6118|	glycerol-3-phosphate shuttle	true	100	0	0	0	1.1.1.8-RXN RXN-15745 
|PWY-6120|	L-tyrosine biosynthesis III	false	66	0	1	0	CHORISMATEMUT-RXN PREPHENATE-TRANSAMINE-RXN 
|PWY-6121|	5-aminoimidazole ribonucleotide biosynthesis I	false	0	0	0	0	
|PWY-6122|	5-aminoimidazole ribonucleotide biosynthesis II	false	0	0	0	0	
|PWY-6123|	inosine-5'-phosphate biosynthesis I	false	50	0	3	1	AICARSYN-RXN AICARTRANSFORM-RXN IMPCYCLOHYDROLASE-RXN 
|PWY-6124|	inosine-5'-phosphate biosynthesis II	false	60	0	1	0	AICARSYN-RXN AICARTRANSFORM-RXN IMPCYCLOHYDROLASE-RXN 
|PWY-6128|	cis-calamenene related sesquiterpenoids biosynthesis	false	0	2	0	0	
|PWY-6129|	dolichol and dolichyl phosphate biosynthesis	false	0	2	1	0	
|PWY-6130|	glycerol degradation III	false	0	0	1	0	
|PWY-6131|	glycerol degradation II	false	50	0	0	0	GLYCDEH-RXN 
|PWY-6132|	lanosterol biosynthesis	false	0	0	0	0	
|PWY-6133|	(S)-reticuline biosynthesis II	false	14	3	0	0	2.6.1.49-RXN 
|PWY-6134|	L-tyrosine biosynthesis IV	false	0	0	0	0	
|PWY-6138|	CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	false	20	0	3	0	RXN-9989 
|PWY-6139|	CMP-N-acetylneuraminate biosynthesis II (bacteria)	false	33	0	3	1	N-ACETYLNEURAMINATE-SYNTHASE-RXN 
|PWY-6140|	CMP-2-keto-3-deoxy-D-glycero-D-galacto-nononate biosynthesis	false	0	0	1	0	
|PWY-6143|	CMP-pseudaminate biosynthesis	false	0	0	0	0	
|PWY-6144|	CMP-N-glycoloylneuraminate biosynthesis	false	0	0	0	0	
|PWY-6147|	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	false	40	1	1	0	H2PTERIDINEPYROPHOSPHOKIN-RXN 
|PWY-6148|	tetrahydromethanopterin biosynthesis	false	7	9	0	0	RXN-15733 
|PWY-6151|	S-adenosyl-L-methionine salvage I	false	25	0	2	0	S-ADENMETSYN-RXN 
|PWY-6153|	autoinducer AI-2 biosynthesis I	false	0	1	1	0	
|PWY-6154|	autoinducer AI-2 biosynthesis II (Vibrio)	false	0	1	0	0	
|PWY-6157|	autoinducer AI-1 biosynthesis	false	0	0	0	0	
|PWY-6158|	creatine-phosphate biosynthesis	false	0	0	0	0	
|PWY-6160|	3-dehydroquinate biosynthesis II (archaea)	false	33	1	0	0	RXN-10031 
|PWY-6163|	chorismate biosynthesis from 3-dehydroquinate	true	100	0	0	0	CHORISMATE-SYNTHASE-RXN 2.5.1.19-RXN SHIKIMATE-KINASE-RXN SHIKIMATE-5-DEHYDROGENASE-RXN 3-DEHYDROQUINATE-DEHYDRATASE-RXN 
|PWY-6164|	3-dehydroquinate biosynthesis I	true	100	0	0	0	3-DEHYDROQUINATE-SYNTHASE-RXN DAHPSYN-RXN 
|PWY-6167|	flavin biosynthesis II (archaea)	false	10	0	0	0	FADSYN-RXN 
|PWY-6168|	flavin biosynthesis III (fungi)	false	22	0	0	0	RIBOFLAVINKIN-RXN FADSYN-RXN 
|PWY-6173|	histamine biosynthesis	false	0	0	0	0	
|PWY-6174|	mevalonate pathway II (haloarchaea)	false	28	0	1	0	ACETYL-COA-ACETYLTRANSFER-RXN 1.1.1.34-RXN 
|PWY-6178|	2,4,6-trichlorophenol degradation	false	20	0	0	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-6181|	histamine degradation	false	33	0	1	0	RXN-10089 
|PWY-6183|	salicylate degradation I	false	0	0	0	0	
|PWY-6184|	methylsalicylate degradation	false	0	0	0	0	
|PWY-6185|	4-methylcatechol degradation (ortho cleavage)	false	28	0	1	0	RXN-10083 RXN-10086 
|PWY-6190|	2,4-dichlorotoluene degradation	false	14	3	0	0	RXN-10090 
|PWY-6191|	2,5-dichlorotoluene degradation	false	16	2	1	1	RXN-10091 
|PWY-6192|	3,4-dichlorotoluene degradation	false	20	2	1	1	RXN-10092 
|PWY-6193|	3-chlorocatechol degradation II (ortho)	false	20	0	1	0	MALEYLACETATE-REDUCTASE-RXN 
|PWY-6197|	chlorinated phenols degradation	false	0	0	0	0	
|PWY-6199|	quercetin sulfate biosynthesis	false	0	9	0	0	
|PWY-6200|	2,4,5-trichlorophenoxyacetate degradation	false	28	0	0	0	MALEYLACETATE-REDUCTASE-RXN RXN-10133 
|PWY-6210|	2-aminophenol degradation	false	75	0	0	0	1.2.1.32-RXN 4.1.1.77-RXN 3.5.99.5-RXN 
|PWY-6214|	3-chlorocatechol degradation III (meta pathway)	false	33	0	1	0	4.1.1.77-RXN 
|PWY-6215|	4-chlorobenzoate degradation	false	50	0	1	1	6.2.1.33-RXN 3.8.1.7-RXN 
|PWY-6216|	3-chlorobenzoate degradation II (via protocatechuate)	true	75	0	1	1	RXN-10421 RXN-10422 RXN-10425 
|PWY-6217|	3,4-dichlorobenzoate degradation	true	100	0	1	1	RXN-10425 RXN-10427 
|PWY-6219|	indole-3-acetate inactivation VIII	false	0	7	0	0	
|PWY-621|	sucrose degradation III (sucrose invertase)	false	50	0	1	0	FRUCTOKINASE-RXN GLUCOKIN-RXN 
|PWY-6220|	jasmonoyl-amino acid conjugates biosynthesis I	false	0	5	0	0	
|PWY-6221|	2-chlorobenzoate degradation	false	0	0	0	0	
|PWY-6223|	gentisate degradation I	false	33	0	1	0	RXN-10445 
|PWY-6224|	salicylate degradation II	false	0	0	0	0	
|PWY-6228|	3-chlorobenzoate degradation III (via gentisate)	false	0	1	0	0	
|PWY-622|	starch biosynthesis	false	40	2	2	0	GLUC1PADENYLTRANS-RXN PHOSPHOGLUCMUT-RXN 
|PWY-6232|	chrysoeriol biosynthesis	false	0	1	0	0	
|PWY-6233|	jasmonoyl-amino acid conjugates biosynthesis II	false	0	4	0	0	
|PWY-6239|	luteolin glycosides biosynthesis	false	0	3	0	0	
|PWY-6241|	thyroid hormone biosynthesis	false	0	2	4	0	
|PWY-6243|	bergamotene biosynthesis I	false	0	1	0	0	
|PWY-6244|	bergamotene biosynthesis II	false	0	3	0	0	
|PWY-6254|	santalene biosynthesis I	false	0	2	0	0	
|PWY-6257|	curcumene biosynthesis	false	0	2	0	0	
|PWY-6258|	patchoulol biosynthesis	false	0	5	0	0	
|PWY-6260|	thyroid hormone metabolism I (via deiodination)	false	0	9	1	0	
|PWY-6261|	thyroid hormone metabolism II (via conjugation and/or degradation)	false	26	4	6	0	
|PWY-6262|	demethylmenaquinol-8 biosynthesis II	false	0	1	0	0	
|PWY-6265|	zerumbone biosynthesis	false	33	2	0	0	RXN-10629 
|PWY-6268|	adenosylcobalamin salvage from cobalamin	true	100	0	0	0	COBALADENOSYLTRANS-RXN RXN-19340 RXN-19366 
|PWY-6271|	eudesmol biosynthesis	false	0	2	0	0	
|PWY-6273|	phosphatidylethanolamine biosynthesis III	false	0	0	0	0	
|PWY-6275|	&beta;-caryophyllene biosynthesis	false	0	2	0	0	
|PWY-6278|	botrydial biosynthesis	false	0	2	0	0	
|PWY-6279|	myxol-2' fucoside biosynthesis	false	0	2	0	0	
|PWY-6280|	synechoxanthin biosynthesis	false	0	2	0	0	
|PWY-6281|	L-selenocysteine biosynthesis II (archaea and eukaryotes)	false	75	1	0	0	RXN0-2161 2.7.9.3-RXN 
|PWY-6282|	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	false	88	0	3	2	RXN-10661 RXN-10660 RXN-10659 RXN-10658 RXN-10657 RXN-10656 RXN-10655 RXN-10654 
|PWY-6286|	spheroidene and spheroidenone biosynthesis	false	0	0	0	0	
|PWY-6287|	neurosporene biosynthesis	false	40	0	1	0	2.5.1.32-RXN RXNARA-8002 
|PWY-6288|	zeaxanthin-&beta;-D-diglucoside biosynthesis	false	0	0	0	0	
|PWY-6289|	petrobactin biosynthesis	false	0	0	0	0	
|PWY-6290|	&beta;-cubebene biosynthesis	false	0	1	0	0	
|PWY-6291|	valencene and 7-epi-&alpha;-selinene biosynthesis	false	0	2	0	0	
|PWY-6294|	selinene biosynthesis	false	0	1	0	0	
|PWY-6297|	tuberonate glucoside biosynthesis	false	0	2	0	0	
|PWY-6302|	dihydroconiferyl alcohol biosynthesis	false	0	2	0	0	
|PWY-6303|	methyl indole-3-acetate interconversion	false	50	1	0	0	RXN-10711 
|PWY-6304|	casbene biosynthesis	false	0	1	0	0	
